name,category,state,district,description,lat,lng,image_url,tag,ai_description
Narayanpet Handloom Sarees,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",16.750000,77.500000,https://upload.wikimedia.org/wikipedia/commons/1/18/BD_Tangail_4.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Narayanpet Handloom Sarees, a GI‑registered treasure from Telangana that weaves together centuries‑old artistry and vibrant local tradition. Each hand‑crafted piece tells a story of skilled weavers and rich cultural heritage, inviting you to drape yourself in the authentic charm of this celebrated Indian handicraft."
Adilabad Dokra,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",19.664000,78.532000,https://upload.wikimedia.org/wikipedia/commons/3/35/Village_lady_grinding_ants_for_her_family.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the intricate beauty of Adilabad Dokra, a traditional Telangana handicraft proudly protected by a Geographical Indication and officially listed in India’s GI Registry. Each handcrafted piece reflects the region’s rich artistic heritage, inviting you to take home a unique slice of cultural craftsmanship."
Warangal Durries,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.968900,79.594100,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Textile/Carpet_Rugs_and_Durries/Warangal_Durries/Image_Gallery/War_I01.png,GI,"Discover the vibrant charm of Warangal Durries, a traditional hand‑woven treasure from Telangana that proudly carries a Geographical Indication (GI) registration. Each durrie reflects the region’s rich cultural heritage, inviting you to experience the timeless artistry woven into every pattern and colour. Let this celebrated craft add a splash of authentic Indian warmth to your journey."
Telia Rumal,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.385000,78.486700,https://upload.wikimedia.org/wikipedia/commons/e/e7/Gajam_Anjaiah.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant Telia Rumal, a cherished traditional handicraft from Telangana that proudly carries a Geographical Indication (GI) registration, marking its unique cultural heritage. Recognized by India’s GI Registry, each hand‑woven piece reflects the region’s timeless artistry and invites you to bring a touch of authentic Telangana charm into your home."
Hyderabad Lac Bangles,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.385000,78.486700,https://upload.wikimedia.org/wikipedia/commons/b/b1/Women_wearing_bangles_in_Chittagong_%2802%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the dazzling Hyderabad Lac Bangles, a treasured handicraft from Telangana that proudly carries a Geographical Indication tag, celebrating its authentic local artistry. Each vibrant, lacquered bangle is hand‑crafted with centuries‑old techniques, making it a perfect, colorful souvenir that captures the spirit of Hyderabad’s rich cultural heritage."
Tripura Risa Textile,Handicraft,Tripura,,"Geographical Indication (GI) registered traditional handicraft of Tripura, officially recognised under India's GI Registry (ipindia.gov.in).",23.831500,91.286800,https://upload.wikimedia.org/wikipedia/commons/1/1f/This_is_a_handwoven_Risa_cloth%2C_a_traditional_indigenous_textile_from_Tripura%2C_India%2C_used_as_a_female_upper_garment%2C_headgear%2C_or_stole.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant Tripura Risa Textile, a cherished traditional handicraft of Tripura that proudly carries a Geographical Indication tag from India's GI Registry. Each hand‑woven piece reflects the region’s rich cultural tapestry, inviting you to experience the artistry and heritage woven into every thread."
Tripura Pachra-Rignai Textile,Handicraft,Tripura,,"Geographical Indication (GI) registered traditional handicraft of Tripura, officially recognised under India's GI Registry (ipindia.gov.in).",23.831500,91.286800,https://upload.wikimedia.org/wikipedia/commons/d/d0/Aronai.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant Tripura Pachra‑Rignai Textile, a cherished traditional handicraft proudly registered under India's Geographical Indication registry. Hand‑woven with intricate patterns that echo the cultural tapestry of Tripura, each piece tells a story of local artistry and heritage, inviting you to bring a touch of authentic Indian craftsmanship into your world."
Banaras Brocades And Sarees,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.317600,82.973900,https://upload.wikimedia.org/wikipedia/commons/4/4e/%27Sari%27_from_Varanasi_%28north-central_India%29%2C_silk_and_gold-wrapped_silk_yarn_with_supplementary_weft_brocade.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite Banaras Brocades and Sarees, a GI‑registered treasure of Uttar Pradesh that weaves centuries‑old artistry into every shimmering thread. Each piece reflects the vibrant heritage of the region, inviting you to experience the timeless elegance and meticulous craftsmanship that make this traditional handicraft truly special."
Hand Made Carpet of Bhadohi,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.393300,82.564200,https://upload.wikimedia.org/wikipedia/commons/9/99/Morva_River_Front.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Step into the world of Uttar Pradesh’s Hand Made Carpet of Bhadohi, a GI‑registered treasure where skilled artisans weave centuries‑old patterns into plush, vibrant rugs. Each carpet tells a story of local tradition and meticulous craftsmanship, inviting you to bring a piece of India’s rich heritage home."
Varanasi Glass Beads,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.317600,82.973900,https://upload.wikimedia.org/wikipedia/commons/6/66/Different_types_of_Japa_mala_%28prayer_beads%29_selling_in_Varanasi%2C_India.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the shimmering artistry of Varanasi Glass Beads, a cherished traditional handicraft from Uttar Pradesh proudly protected by a Geographical Indication registration. Each tiny bead reflects centuries of skilled craftsmanship, turning everyday jewelry and décor into luminous works of art that capture the spirit of Varanasi’s vibrant culture. Let these radiant creations add a touch of authentic Indian elegance to your travel memories."
Khurja Pottery,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.846700,80.946200,https://upload.wikimedia.org/wikipedia/commons/a/a8/Khurja_Pottery.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless charm of Khurja Pottery, a beautifully crafted tradition from Uttar Pradesh that proudly carries a Geographical Indication (GI) tag. Each piece reflects the skilled hands of local artisans, turning simple clay into vibrant, functional art that adds a touch of authentic Indian heritage to any space. Explore this celebrated craft and bring home a piece of Uttar Pradesh’s cultural legacy."
Saharanpur Wood Craft,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",29.968000,77.546000,https://upload.wikimedia.org/wikipedia/commons/4/42/Walnut_wood_carving.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless charm of Saharanpur Wood Craft, a beautifully intricate tradition from Uttar Pradesh that proudly carries a Geographical Indication badge. Each hand‑carved piece reflects the skillful artistry of local artisans, inviting you to bring a touch of authentic Indian heritage into your home. Explore this celebrated craft and feel the warm legacy of Uttar Pradesh’s woodworking mastery."
Agra Durrie,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",27.176700,78.008100,https://www.myindianproducts.com/wp-content/uploads/2025/08/agra-durrie.jpg,GI,"Discover the vibrant Agra Durrie, a beautifully woven floor covering that carries the spirit of Uttar Pradesh’s rich heritage. Proudly GI‑registered, each durrie showcases the skillful craftsmanship passed down through generations, inviting you to step onto a piece of living tradition. Let its colors and patterns add a warm, authentic touch to your travel memories."
Banaras Gulabi Meenakari Craft,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.317600,82.973900,https://cdn.shopify.com/s/files/1/0686/9437/6495/files/banaras-gulabi-meenakari-craft-gi-tagged-heritage-art-of-varanasi-make-an-image-about-this-product-and-topic.png?v=1768643207,GI,"Discover the radiant charm of Banaras Gulabi Meenakari Craft, a treasured traditional art from Uttar Pradesh that dazzles with its delicate pink enamel work and intricate designs. Proudly protected as a Geographical Indication, this handcrafted masterpiece invites you to explore the timeless elegance that has earned official recognition across India."
Banaras Metal Repouse Craft,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.317600,82.973900,https://upload.wikimedia.org/wikipedia/commons/1/10/Fragment_from_a_belt_decorated_with_repouss%C3%A9%2C_650_BCE%2C_Urartian%2C_Fitzwilliam_Museum%2C_Cambridge.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the shimmering allure of Banaras Metal Repouse Craft, a time‑honored art from Uttar Pradesh that has earned Geographical Indication status for its exquisite metalwork. Each piece reflects the region’s rich heritage, inviting you to take home a genuine slice of Indian craftsmanship."
Varanasi Wooden Lacquerware & Toys,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.317600,82.973900,https://upload.wikimedia.org/wikipedia/commons/d/db/Boat_Ghats_Varanasi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant charm of Varanasi Wooden Lacquerware & Toys, a cherished traditional craft from Uttar Pradesh that proudly carries a Geographical Indication tag. Each hand‑painted piece glistens with glossy lacquer, turning simple wood into colorful keepsakes and playful toys that capture the spirit of the city’s artistic heritage. Let these exquisite creations add a splash of cultural sparkle to your travel memories."
